country_code,year,gdp_growth,employment_rate,gdp_per_capita,industry_value,collected_at,source
PRT,2010,1.73762451045437,54.636,22551.935098809,19.9335310982463,2024-12-19 10:41:09.803621,World Bank
ROU,2010,-3.90581157302972,51.051,8399.5374234284,38.3073286489437,2024-12-19 10:41:09.803621,World Bank
SVK,2010,6.79058214015053,50.518,16899.448680529,29.956654996582,2024-12-19 10:41:09.803621,World Bank
SVN,2010,1.11213741551349,54.893,23329.8417691156,26.3518668029855,2024-12-19 10:41:09.803621,World Bank
SWE,2010,5.75073584322725,57.833,52542.8274141037,23.859118785673,2024-12-19 10:41:09.803621,World Bank
AUT,2011,2.92746790789693,57.559,51116.8953522042,25.8570853999006,2024-12-19 10:41:09.803621,World Bank
BEL,2011,1.93115497859051,49.402,47760.8298776546,20.7514599517248,2024-12-19 10:41:09.803621,World Bank
BGR,2011,2.09017527015538,46.597,7857.16706984441,25.0301012066171,2024-12-19 10:41:09.803621,World Bank
CYP,2011,0.416712762832276,58.734,32485.796875,12.7453642913525,2024-12-19 10:41:09.803621,World Bank
CZE,2011,1.77238083691023,54.351,22049.1080788682,33.3153047782183,2024-12-19 10:41:09.803621,World Bank
DEU,2011,3.75796886586348,56.593,47646.582043143,26.3124087910008,2024-12-19 10:41:09.803621,World Bank
DNK,2011,1.31080377939614,58.151,61809.737898222,19.8459237938884,2024-12-19 10:41:09.803621,World Bank
ESP,2011,-0.639920691287372,46.654,31824.6219134777,21.8871702738867,2024-12-19 10:41:09.803621,World Bank
EST,2011,7.6069766353788,53.66,17555.5455239426,25.3466745057015,2024-12-19 10:41:09.803621,World Bank
FIN,2011,2.39039472621836,55.198,51060.3242589767,25.0390832511194,2024-12-19 10:41:09.803621,World Bank
FRA,2011,2.43757656877079,50.858,43929.7840873812,17.6800048726048,2024-12-19 10:41:09.803621,World Bank
GRC,2011,-9.87677903873015,42.758,25504.7866510124,14.3792409788507,2024-12-19 10:41:09.803621,World Bank
HRV,2011,-0.0977514527446601,44.748,14694.9993201417,21.499361926697,2024-12-19 10:41:09.803621,World Bank
HUN,2011,1.86683747544298,45.008,14234.471576937,25.1041043160322,2024-12-19 10:41:09.803621,World Bank
IRL,2011,1.64877389978149,52.449,52692.7813135606,24.2655344384155,2024-12-19 10:41:09.803621,World Bank
ITA,2011,0.695463129207852,44.115,38851.3881339353,21.2407342221272,2024-12-19 10:41:09.803621,World Bank
LTU,2011,6.32363739804052,48.416,14261.8433787325,28.3534317115284,2024-12-19 10:41:09.803621,World Bank
LUX,2011,1.04429869455731,54.768,119025.057203467,10.7084382796237,2024-12-19 10:41:09.803621,World Bank
LVA,2011,3.03634590339776,49.034,12902.574053337,21.418901034981,2024-12-19 10:41:09.803621,World Bank
MLT,2011,0.991963675296375,47.35,23516.9691249323,16.4457629326702,2024-12-19 10:41:09.803621,World Bank
NLD,2011,1.77334520657246,61.326,54701.7728030611,19.3209585785648,2024-12-19 10:41:09.803621,World Bank
POL,2011,5.25546256612796,50.78,13867.6669408192,30.3941659979475,2024-12-19 10:41:09.803621,World Bank
PRT,2011,-1.71352750320345,52.82,23246.5425416481,19.3319728029358,2024-12-19 10:41:09.803621,World Bank
ROU,2011,4.49558909946313,50.225,9560.6755277458,40.2099159620935,2024-12-19 10:41:09.803621,World Bank
SVK,2011,2.56242455855089,50.777,18469.4354316836,29.9295585244148,2024-12-19 10:41:09.803621,World Bank
SVN,2011,0.655439911782537,53.198,24940.6284841605,26.5487234278155,2024-12-19 10:41:09.803621,World Bank
SWE,2011,3.16391048145204,58.727,60379.7748160321,23.7338774871216,2024-12-19 10:41:09.803621,World Bank
AUT,2012,0.628246179413949,57.672,48250.4059142637,26.009804939464,2024-12-19 10:41:09.803621,World Bank
BEL,2012,0.215803673220449,49.235,44874.1709182123,19.9956487544689,2024-12-19 10:41:09.803621,World Bank
BGR,2012,0.748814896796574,46.567,7430.7373804242,25.3837646988557,2024-12-19 10:41:09.803621,World Bank
CYP,2012,-3.44738142393619,55.948,28991.935546875,11.7579854336711,2024-12-19 10:41:09.803621,World Bank
CZE,2012,-0.770668176495519,54.547,20014.0354015165,32.6118775656289,2024-12-19 10:41:09.803621,World Bank
DEU,2012,0.474291305855544,56.838,44735.5882319701,26.576107528264,2024-12-19 10:41:09.803621,World Bank
DNK,2012,-0.00543231869326632,57.45,58443.7747103968,19.8506421545794,2024-12-19 10:41:09.803621,World Bank
ESP,2012,-2.8651136729107,44.666,28456.4438151477,20.7992748782776,2024-12-19 10:41:09.803621,World Bank
EST,2012,3.67202115931168,55.063,17568.2137969714,24.6316781428684,2024-12-19 10:41:09.803621,World Bank
FIN,2012,-1.52284028499332,55.111,47551.6740841369,23.3588517701544,2024-12-19 10:41:09.803621,World Bank
FRA,2012,0.183835271019575,50.724,40863.5814412333,17.4684347699959,2024-12-19 10:41:09.803621,World Bank
GRC,2012,-8.33113395866982,39.067,21624.346052551,14.7998191105367,2024-12-19 10:41:09.803621,World Bank
HRV,2012,-2.25374558078583,43.187,13508.6836989693,21.0382549947145,2024-12-19 10:41:09.803621,World Bank
HUN,2012,-1.25022602347063,45.715,12984.8365730133,25.0181995280762,2024-12-19 10:41:09.803621,World Bank
IRL,2012,-0.398959964505451,52.117,49411.7387476787,24.0269938956477,2024-12-19 10:41:09.803621,World Bank
ITA,2012,-3.12523879543816,43.853,35235.7989058242,20.7948320119101,2024-12-19 10:41:09.803621,World Bank
LTU,2012,4.38290559620856,49.909,14294.7178607152,28.2001999312223,2024-12-19 10:41:09.803621,World Bank
LUX,2012,1.64990202978652,55.73,112584.676270958,10.4267187903737,2024-12-19 10:41:09.803621,World Bank
LVA,2012,7.30524045527754,50.741,13329.3499931271,21.4155903391561,2024-12-19 10:41:09.803621,World Bank
MLT,2012,4.10259030296838,48.742,22878.313086001,15.074609650634,2024-12-19 10:41:09.803621,World Bank
NLD,2012,-0.977877008513829,61.217,50473.9442002689,19.3226704262327,2024-12-19 10:41:09.803621,World Bank
POL,2012,1.51178167644575,50.81,13087.420943321,30.2281657114043,2024-12-19 10:41:09.803621,World Bank
PRT,2012,-4.05090261868355,50.8,20593.4274224109,19.0867583864245,2024-12-19 10:41:09.803621,World Bank
ROU,2012,1.90361696799603,50.902,8929.95366231474,34.4276463515754,2024-12-19 10:41:09.803621,World Bank
SVK,2012,1.56917115628399,50.938,17516.9691054078,30.0711048440783,2024-12-19 10:41:09.803621,World Bank
SVN,2012,-2.9155386026986,52.458,22442.1417859955,27.0724390429475,2024-12-19 10:41:09.803621,World Bank
SWE,2012,-0.414465721070883,58.741,57749.8251328664,23.1052014331005,2024-12-19 10:41:09.803621,World Bank
AUT,2013,-0.250726545926739,57.535,50305.3545774973,25.9697730865151,2024-12-19 10:41:09.803621,World Bank
BEL,2013,0.30549447856238,49.045,46964.5946777056,19.9151935690442,2024-12-19 10:41:09.803621,World Bank
BGR,2013,-0.542751603030155,46.925,7687.71368243317,23.5074812631202,2024-12-19 10:41:09.803621,World Bank
CYP,2013,-6.58747695700073,53.249,27797.45703125,10.7492783120679,2024-12-19 10:41:09.803621,World Bank
CZE,2013,-0.0418124078092319,55.16,20260.4954999375,32.3750644937133,2024-12-19 10:41:09.803621,World Bank
DEU,2013,0.386224576109953,57.194,47220.0102098851,25.9077941463687,2024-12-19 10:41:09.803621,World Bank
DNK,2013,1.39267347017295,56.887,61377.5940590412,19.734359858156,2024-12-19 10:41:09.803621,World Bank
ESP,2013,-1.4273221918188,43.614,29218.9105170888,20.0279432010078,2024-12-19 10:41:09.803621,World Bank
EST,2013,1.75649461188266,55.919,19310.3874900757,24.6780044555117,2024-12-19 10:41:09.803621,World Bank
FIN,2013,-0.979741028068631,54.256,49691.0145200739,23.2981321591964,2024-12-19 10:41:09.803621,World Bank
FRA,2013,0.781756445913402,50.838,42669.1795111893,17.5699939241217,2024-12-19 10:41:09.803621,World Bank
GRC,2013,-2.27211692215486,37.381,21573.3449762805,15.064315279116,2024-12-19 10:41:09.803621,World Bank
HRV,2013,-0.125449826211494,42.07,14136.3967669505,20.5054371522646,2024-12-19 10:41:09.803621,World Bank
HUN,2013,1.80252210082266,46.615,13715.0703590361,25.0490784712906,2024-12-19 10:41:09.803621,World Bank
IRL,2013,2.19217574364818,53.453,52619.2123745817,23.8027029676725,2024-12-19 10:41:09.803621,World Bank
ITA,2013,-1.81802506104283,42.862,35747.707952689,20.6001539419293,2024-12-19 10:41:09.803621,World Bank
LTU,2013,4.04691435091311,51.045,15655.3513307327,27.6242689150869,2024-12-19 10:41:09.803621,World Bank
LUX,2013,3.17179049916005,55.916,120000.140729859,10.4429419766443,2024-12-19 10:41:09.803621,World Bank
LVA,2013,2.09609114087881,52.376,14484.4715282132,20.8210958976358,2024-12-19 10:41:09.803621,World Bank
MLT,2013,6.29171574401258,50.388,25346.5236450477,14.5595296317761,2024-12-19 10:41:09.803621,World Bank
NLD,2013,-0.0302324516552943,60.248,52602.2860520766,18.6870743291059,2024-12-19 10:41:09.803621,World Bank
POL,2013,0.684240607051805,50.727,13621.9023794031,28.6768333488015,2024-12-19 10:41:09.803621,World Bank
PRT,2013,-0.984106758103536,49.683,21676.4859642714,18.8830973772949,2024-12-19 10:41:09.803621,World Bank
ROU,2013,0.278771877470234,50.658,9497.67411615237,32.072608504292,2024-12-19 10:41:09.803621,World Bank
SVK,2013,0.703323634738325,50.862,18312.7805149823,27.9562731617683,2024-12-19 10:41:09.803621,World Bank
SVN,2013,-0.823777238320488,51.463,23236.9655321695,27.136357331722,2024-12-19 10:41:09.803621,World Bank
SWE,2013,1.13771649797086,59.123,60844.2767113975,21.9848966910329,2024-12-19 10:41:09.803621,World Bank
AUT,2014,0.755799076892799,57.164,51314.9722616322,25.7857017006482,2024-12-19 10:41:09.803621,World Bank
BEL,2014,1.76554038203088,48.951,47995.7786961339,19.6190570732838,2024-12-19 10:41:09.803621,World Bank
BGR,2014,0.949448985090484,47.957,7912.27484371138,23.4443018802846,2024-12-19 10:41:09.803621,World Bank
CYP,2014,-1.77606181111089,53.489,27244.3515625,9.97287676875997,2024-12-19 10:41:09.803621,World Bank
CZE,2014,2.24521218606488,55.686,20038.4163180257,33.5256056944841,2024-12-19 10:41:09.803621,World Bank
DEU,2014,2.16949892879079,57.402,48971.0824722599,26.014632332497,2024-12-19 10:41:09.803621,World Bank
DNK,2014,1.27799979380644,57.015,62520.4509747011,19.4044479337978,2024-12-19 10:41:09.803621,World Bank
ESP,2014,1.52048592279819,44.261,29694.8874886229,19.8695989889783,2024-12-19 10:41:09.803621,World Bank
EST,2014,3.32278753598732,56.502,20581.7898991695,24.1060210413845,2024-12-19 10:41:09.803621,World Bank
FIN,2014,-0.47806831857902,53.821,50073.7760815871,23.0618639333511,2024-12-19 10:41:09.803621,World Bank
FRA,2014,0.997832937998666,50.339,43148.0459288416,17.3416195349368,2024-12-19 10:41:09.803621,World Bank
GRC,2014,0.792225038353592,37.706,21474.7257123892,14.144282569928,2024-12-19 10:41:09.803621,World Bank
HRV,2014,-0.5571501973061,43.307,14187.9694531493,20.6508431747505,2024-12-19 10:41:09.803621,World Bank
HUN,2014,4.23220980614269,49.283,14294.2584180751,25.6905388607799,2024-12-19 10:41:09.803621,World Bank
IRL,2014,9.33603372868623,54.426,57278.2590911107,24.4016673840897,2024-12-19 10:41:09.803621,World Bank
ITA,2014,-0.00138763976492839,42.839,35750.7197500382,20.1870844682284,2024-12-19 10:41:09.803621,World Bank
LTU,2014,3.77254131499667,52.504,16473.5678231709,27.726441177948,2024-12-19 10:41:09.803621,World Bank
LUX,2014,2.62308601577192,56.565,123678.702143275,10.810880633632,2024-12-19 10:41:09.803621,World Bank
LVA,2014,2.09495959586268,52.839,15185.814581236,19.6186043266703,2024-12-19 10:41:09.803621,World Bank
MLT,2014,7.63112937482686,51.745,27356.6080303021,13.0759999664961,2024-12-19 10:41:09.803621,World Bank
NLD,2014,1.61261007449123,59.612,53457.2234864322,17.6818782630222,2024-12-19 10:41:09.803621,World Bank
POL,2014,3.92050862390032,51.801,14262.2841914116,29.9351239778153,2024-12-19 10:41:09.803621,World Bank
PRT,2014,0.741391470583679,50.635,22120.6850127107,18.9850440099134,2024-12-19 10:41:09.803621,World Bank
ROU,2014,4.11600109267832,51.139,10031.7710755404,32.5700211539755,2024-12-19 10:41:09.803621,World Bank
SVK,2014,2.70795062355194,52.811,18770.9289896545,29.8948137660441,2024-12-19 10:41:09.803621,World Bank
SVN,2014,2.76283164316371,52.101,24013.0682060959,27.773620382746,2024-12-19 10:41:09.803621,World Bank
SWE,2014,2.2957638087284,59.323,59583.7140001673,21.6085141016575,2024-12-19 10:41:09.803621,World Bank
AUT,2015,1.30352309798889,57.113,43915.228020857,25.5152402246539,2024-12-19 10:41:09.803621,World Bank
BEL,2015,1.47416438588013,48.789,40893.804537772,19.4767746872729,2024-12-19 10:41:09.803621,World Bank
BGR,2015,3.39755325869422,49.128,7078.86032298969,24.0301394911987,2024-12-19 10:41:09.803621,World Bank
CYP,2015,3.41892299033393,53.004,23487.228515625,10.1909463210663,2024-12-19 10:41:09.803621,World Bank
CZE,2015,4.95875849031782,56.419,17931.5987670768,33.515061761941,2024-12-19 10:41:09.803621,World Bank
DEU,2015,1.65271977174628,57.39,41911.0109851054,25.9152852721469,2024-12-19 10:41:09.803621,World Bank
DNK,2015,2.10441458712587,57.469,53094.0133607574,19.5644428511085,2024-12-19 10:41:09.803621,World Bank
ESP,2015,4.06086669718569,45.563,25969.8383138327,19.9230622051822,2024-12-19 10:41:09.803621,World Bank
EST,2015,1.83815704837467,58.131,17722.1557669523,23.1154851402023,2024-12-19 10:41:09.803621,World Bank
FIN,2015,0.46650351789539,53.381,42560.3456767103,23.3039316434498,2024-12-19 10:41:09.803621,World Bank
FRA,2015,1.06675473488909,50.258,36702.4323733379,17.236441547058,2024-12-19 10:41:09.803621,World Bank
GRC,2015,-0.228301959026894,38.577,17980.7298238137,14.4406143927451,2024-12-19 10:41:09.803621,World Bank
HRV,2015,2.32317515803855,44.198,12285.3032582105,20.3676183983865,2024-12-19 10:41:09.803621,World Bank
HUN,2015,3.7073159793626,50.785,12717.038597002,26.3832312418632,2024-12-19 10:41:09.803621,World Bank
IRL,2015,24.6155699766256,55.694,64311.8234684057,38.4033028786772,2024-12-19 10:41:09.803621,World Bank
ITA,2015,0.885667638046783,43.143,30387.1293187854,20.2895283210976,2024-12-19 10:41:09.803621,World Bank
LTU,2015,2.83280857741104,53.653,14300.2553666736,26.9636978611038,2024-12-19 10:41:09.803621,World Bank
LUX,2015,2.26978448419565,55.979,105462.012584423,11.539623433831,2024-12-19 10:41:09.803621,World Bank
LVA,2015,3.78336528957813,54.141,13321.9753140616,19.7834567448988,2024-12-19 10:41:09.803621,World Bank
MLT,2015,9.62109756228348,52.428,25481.8977555627,12.090304685391,2024-12-19 10:41:09.803621,World Bank
NLD,2015,2.12060522421717,59.957,45793.8135434697,17.4148103121536,2024-12-19 10:41:09.803621,World Bank
POL,2015,4.43176700264478,52.503,12637.5220324406,30.9939300295541,2024-12-19 10:41:09.803621,World Bank
PRT,2015,1.58979828893855,51.287,19215.7813014347,19.5938498258589,2024-12-19 10:41:09.803621,World Bank
ROU,2015,3.1570360543854,50.826,8977.01748158196,30.811807082352,2024-12-19 10:41:09.803621,World Bank
SVK,2015,5.1768795103709,52.814,16442.0760860018,29.9318952287768,2024-12-19 10:41:09.803621,World Bank
SVN,2015,2.39330872436074,52.179,20697.2748530619,27.6272123283146,2024-12-19 10:41:09.803621,World Bank
SWE,2015,4.41014067579341,59.779,51197.9529341175,22.2836678486062,2024-12-19 10:41:09.803621,World Bank
AUT,2016,2.11721967096108,57.426,45061.4993920192,25.9124691845374,2024-12-19 10:41:09.803621,World Bank
BEL,2016,1.19350263995111,48.951,41854.5498296444,19.0981057822176,2024-12-19 10:41:09.803621,World Bank
BGR,2016,3.02662893138918,49.293,7570.93165511708,24.4597736962039,2024-12-19 10:41:09.803621,World Bank
CYP,2016,6.57359100513114,53.325,24715.154296875,10.836514879496,2024-12-19 10:41:09.803621,World Bank
CZE,2016,2.58087014675783,57.553,18753.9686718096,33.0261220764687,2024-12-19 10:41:09.803621,World Bank
DEU,2016,2.29471067684281,58.487,42961.0356905775,26.2157748012428,2024-12-19 10:41:09.803621,World Bank
DNK,2016,3.07304547479855,57.957,54500.9260410217,20.2319629319966,2024-12-19 10:41:09.803621,World Bank
ESP,2016,2.91515602808174,46.785,26740.6851818829,19.7937250159622,2024-12-19 10:41:09.803621,World Bank
EST,2016,3.09301583441155,58.403,18666.3736521706,23.2340417592371,2024-12-19 10:41:09.803621,World Bank
FIN,2016,2.57193423155972,53.414,43451.2562442158,23.4765920163918,2024-12-19 10:41:09.803621,World Bank
FRA,2016,0.860031082016107,50.303,37024.2157133669,16.9433572396904,2024-12-19 10:41:09.803621,World Bank
GRC,2016,-0.0317952126675323,39.261,17919.2426377048,14.3053359941807,2024-12-19 10:41:09.803621,World Bank
HRV,2016,3.46112947356767,44.597,12821.1738140304,20.2753465952331,2024-12-19 10:41:09.803621,World Bank
HUN,2016,2.20100189293856,52.606,13104.6995457458,25.4924908026605,2024-12-19 10:41:09.803621,World Bank
IRL,2016,1.22263860996429,56.976,64292.659966313,36.4831744397148,2024-12-19 10:41:09.803621,World Bank
ITA,2016,1.2362211072751,43.713,31126.3246947273,20.6626457226581,2024-12-19 10:41:09.803621,World Bank
LTU,2016,2.67192019895775,55.515,14981.6208126311,25.9974602207029,2024-12-19 10:41:09.803621,World Bank
LUX,2016,4.97819043681629,55.205,106899.293549552,12.0959325625638,2024-12-19 10:41:09.803621,World Bank
LVA,2016,2.55168585354701,54.596,13838.5266823272,19.1654365749872,2024-12-19 10:41:09.803621,World Bank
MLT,2016,4.07771929481284,53.913,26409.6285858968,12.2786972450304,2024-12-19 10:41:09.803621,World Bank
NLD,2016,2.42428576536633,60.238,46808.5291492503,16.9640712326865,2024-12-19 10:41:09.803621,World Bank
POL,2016,3.03117767594847,53.412,12464.0110508476,30.6734871058329,2024-12-19 10:41:09.803621,World Bank
PRT,2016,2.00414109360487,51.98,19980.2808866516,19.448178094831,2024-12-19 10:41:09.803621,World Bank
ROU,2016,2.85993252302089,50.551,9404.54005870715,30.1213847463155,2024-12-19 10:41:09.803621,World Bank
SVK,2016,1.94781902582312,54.264,16636.0769133073,28.6704533371343,2024-12-19 10:41:09.803621,World Bank
SVN,2016,3.03441395415184,52.07,21447.8377796036,27.5997956172164,2024-12-19 10:41:09.803621,World Bank
SWE,2016,2.34974080432539,60.303,51820.3972482676,21.9558674023311,2024-12-19 10:41:09.803621,World Bank
AUT,2017,2.27225012037459,57.703,47163.7425775142,25.8023213025638,2024-12-19 10:41:09.803621,World Bank
BEL,2017,1.47446765653092,50.023,44035.3239358548,19.1545604130921,2024-12-19 10:41:09.803621,World Bank
BGR,2017,2.74592644707793,51.94,8381.88134621669,23.9892951281784,2024-12-19 10:41:09.803621,World Bank
CYP,2017,5.75083246014417,54.823,26696.990234375,11.3472324007128,2024-12-19 10:41:09.803621,World Bank
CZE,2017,5.17356528805017,58.48,20913.197632212,32.2345069182507,2024-12-19 10:41:09.803621,World Bank
DEU,2017,2.71602451931592,58.915,45526.5999576533,26.1175704194698,2024-12-19 10:41:09.803621,World Bank
DNK,2017,3.05647724393516,58.122,57521.5514992225,20.4236252284711,2024-12-19 10:41:09.803621,World Bank
ESP,2017,2.8960420808163,47.866,28367.9392609439,19.9047199031815,2024-12-19 10:41:09.803621,World Bank
EST,2017,5.63467432229395,59.818,20851.5223496861,23.180862044638,2024-12-19 10:41:09.803621,World Bank
FIN,2017,3.30337016113322,53.761,46085.0174739036,24.4706416384075,2024-12-19 10:41:09.803621,World Bank
FRA,2017,2.08361485062076,50.404,38687.1626407164,16.7483032647876,2024-12-19 10:41:09.803621,World Bank
GRC,2017,1.47312498503697,40.214,18631.9930129293,13.5438938901132,2024-12-19 10:41:09.803621,World Bank
HRV,2017,3.28095812140658,45.825,13902.6310485422,19.7709861228507,2024-12-19 10:41:09.803621,World Bank
HUN,2017,4.27197601620695,53.711,14621.2395956755,25.1696808716092,2024-12-19 10:41:09.803621,World Bank
IRL,2017,10.0496285394614,57.821,72499.3268743015,36.2358904469279,2024-12-19 10:41:09.803621,World Bank
ITA,2017,1.60369994648362,44.226,32554.14668453,20.7926142437946,2024-12-19 10:41:09.803621,World Bank
LTU,2017,4.61224314600778,56.334,16884.7100319318,25.720457681502,2024-12-19 10:41:09.803621,World Bank
LUX,2017,1.31718766293677,56.036,110193.213797228,10.8183368591649,2024-12-19 10:41:09.803621,World Bank
LVA,2017,3.39894937779009,55.526,15132.4958333982,19.7767293914993,2024-12-19 10:41:09.803621,World Bank
MLT,2017,12.972119343498,55.438,30259.3952629768,11.4560569469054,2024-12-19 10:41:09.803621,World Bank
NLD,2017,2.7815460987956,60.912,49513.6817346384,17.1210117451832,2024-12-19 10:41:09.803621,World Bank
POL,2017,5.15245773325907,54.366,13913.3402919927,28.8090759581658,2024-12-19 10:41:09.803621,World Bank
PRT,2017,3.31472078233416,53.712,21442.3842768879,19.2493833127062,2024-12-19 10:41:09.803621,World Bank
ROU,2017,8.19547826641261,52.231,10727.9822007426,29.1130933187854,2024-12-19 10:41:09.803621,World Bank
SVK,2017,2.87473225538896,55.088,17645.5298716761,28.0768009837999,2024-12-19 10:41:09.803621,World Bank
SVN,2017,5.17440453956443,54.591,23303.077705959,28.0311742193249,2024-12-19 10:41:09.803621,World Bank
SWE,2017,1.82515601494717,60.877,53300.8587281785,22.1637052639296,2024-12-19 10:41:09.803621,World Bank
AUT,2018,2.48422086689928,58.297,51194.0749841299,25.7190926354333,2024-12-19 10:41:09.803621,World Bank
BEL,2018,1.87796857219402,50.966,47487.2100392561,18.9641251486969,2024-12-19 10:41:09.803621,World Bank
BGR,2018,2.5494643471818,52.438,9436.14479876055,22.1871470437128,2024-12-19 10:41:09.803621,World Bank
CYP,2018,6.27166730438427,57.178,29599.986328125,12.0224270287232,2024-12-19 10:41:09.803621,World Bank
CZE,2018,2.83030589412112,59.197,23705.9329811299,31.2449402120943,2024-12-19 10:41:09.803621,World Bank
DEU,2018,1.11644310926225,59.209,48874.8595028454,25.9385391984565,2024-12-19 10:41:09.803621,World Bank
DNK,2018,1.86000748885226,58.649,61324.7665045565,20.5755636281273,2024-12-19 10:41:09.803621,World Bank
ESP,2018,2.39541120364247,48.776,30592.1264795541,19.7385743840512,2024-12-19 10:41:09.803621,World Bank
EST,2018,3.69969444001093,60.233,23618.1361254581,23.288660554967,2024-12-19 10:41:09.803621,World Bank
FIN,2018,1.19297772988504,55.03,49654.2497035329,24.1107349992454,2024-12-19 10:41:09.803621,World Bank
FRA,2018,1.64590872932709,50.603,41418.1766484844,16.725283255726,2024-12-19 10:41:09.803621,World Bank
GRC,2018,2.06467253338354,41.165,19873.4015238771,13.6804076386379,2024-12-19 10:41:09.803621,World Bank
HRV,2018,2.90468149344008,46.875,15460.4183295843,19.2899088316712,2024-12-19 10:41:09.803621,World Bank
HUN,2018,5.36234836176223,54.417,16425.2050299693,25.0848220572613,2024-12-19 10:41:09.803621,World Bank
IRL,2018,7.54434190760031,58.592,81248.3135388,36.8782374335931,2024-12-19 10:41:09.803621,World Bank
ITA,2018,0.826646697363699,44.623,34746.3441392416,20.9865490224579,2024-12-19 10:41:09.803621,World Bank
LTU,2018,4.9183697945524,57.729,19368.5391045353,25.5788787201366,2024-12-19 10:41:09.803621,World Bank
LUX,2018,1.21932191856359,56.533,116786.511654677,10.9806523373367,2024-12-19 10:41:09.803621,World Bank
LVA,2018,4.30971088766286,56.887,17252.1710428626,19.3453568005874,2024-12-19 10:41:09.803621,World Bank
MLT,2018,7.18909653691901,57.501,33332.1905601302,11.5158115860279,2024-12-19 10:41:09.803621,World Bank
NLD,2018,2.25874039624952,61.808,53955.0770024266,17.3241048530815,2024-12-19 10:41:09.803621,World Bank
POL,2018,6.2458584723942,54.908,15658.2120316794,28.8614617242515,2024-12-19 10:41:09.803621,World Bank
PRT,2018,2.94628241620853,54.978,23541.1401075289,19.3820435381975,2024-12-19 10:41:09.803621,World Bank
ROU,2018,6.120930007146,52.676,12502.2624061935,28.9118660009172,2024-12-19 10:41:09.803621,World Bank
SVK,2018,4.06212036983018,55.898,19573.3717031314,28.5930165310765,2024-12-19 10:41:09.803621,World Bank
SVN,2018,4.37908171612922,55.803,25888.0481065655,28.0718729650095,2024-12-19 10:41:09.803621,World Bank
SWE,2018,1.90296458840773,61.32,54181.9069780904,22.1851163555491,2024-12-19 10:41:09.803621,World Bank
AUT,2019,1.7549764558533,58.514,49885.9947355204,25.5363771006496,2024-12-19 10:41:09.803621,World Bank
BEL,2019,2.44289006648609,51.475,46716.6227467964,19.2417105698694,2024-12-19 10:41:09.803621,World Bank
BGR,2019,3.78885036478003,54.187,9838.60058985384,21.5227859769958,2024-12-19 10:41:09.803621,World Bank
CYP,2019,5.87559123003267,58.514,29703.052734375,12.7890118881986,2024-12-19 10:41:09.803621,World Bank
CZE,2019,3.56577657204843,59.16,24062.7190013343,30.8172927602906,2024-12-19 10:41:09.803621,World Bank
DEU,2019,0.987893349167578,59.976,47623.8656074829,25.631053953741,2024-12-19 10:41:09.803621,World Bank
